TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR,tweet_count,hujan_mention,banjir_mention,macet_mention,Month
2023-10-15,27.2,35.2,31.0,65.0,0.0,8.5,6.0,120.0,3.0,E ,0.0,0.0,0.0,0.0,October
2023-10-16,27.8,35.6,30.7,65.0,0.0,7.8,6.0,90.0,3.0,E ,0.0,0.0,0.0,0.0,October
2023-10-17,26.0,35.8,30.9,60.0,0.0,8.7,10.0,110.0,4.0,E ,0.0,0.0,0.0,0.0,October
2023-10-18,26.3,36.6,31.1,58.0,0.0,8.4,10.0,100.0,5.0,E ,0.0,0.0,0.0,0.0,October
2023-10-19,27.6,36.2,31.0,62.0,0.0,8.6,9.0,110.0,4.0,SE,0.0,0.0,0.0,0.0,October
2023-10-20,27.4,36.4,31.1,62.0,0.0,8.6,7.0,100.0,3.0,E ,0.0,0.0,0.0,0.0,October
2023-10-21,26.6,36.4,31.0,65.0,0.0,9.0,5.0,40.0,2.0,SE,0.0,0.0,0.0,0.0,October
2023-10-22,26.6,36.6,30.7,65.0,0.0,8.6,5.0,90.0,1.0,C ,0.0,0.0,0.0,0.0,October
2023-10-23,26.5,34.8,30.3,68.0,0.0,7.6,5.0,70.0,1.0,C ,0.0,0.0,0.0,0.0,October
2023-10-24,26.4,36.6,30.8,67.0,8888.0,8.0,7.0,90.0,3.0,E ,0.0,0.0,0.0,0.0,October
2023-10-25,27.2,36.6,30.7,60.0,0.0,8.0,9.0,130.0,4.0,E ,0.0,0.0,0.0,0.0,October
2023-10-26,25.6,37.4,31.1,63.0,0.0,8.2,8.0,90.0,3.0,C ,0.0,0.0,0.0,0.0,October
2023-10-27,26.4,36.8,30.8,63.0,0.0,8.8,7.0,150.0,2.0,SE,0.0,0.0,0.0,0.0,October
2023-10-28,25.6,36.8,30.9,60.0,0.0,8.8,5.0,140.0,2.0,E ,0.0,0.0,0.0,0.0,October
2023-10-29,25.6,36.4,31.3,62.0,0.0,9.1,6.0,80.0,3.0,E ,0.0,0.0,0.0,0.0,October
2023-10-30,27.4,37.0,31.5,64.0,0.0,9.0,7.0,90.0,3.0,E ,0.0,0.0,0.0,0.0,October
2023-10-31,27.7,36.7,31.4,67.0,0.0,9.0,5.0,100.0,2.0,E ,0.0,0.0,0.0,0.0,October
2023-09-09,22.5,33.8,28.6,64.0,0.0,8.5,5.0,100.0,2.0,E ,0.0,0.0,0.0,0.0,September
2023-09-10,22.8,34.0,28.8,62.0,0.0,8.3,7.0,100.0,3.0,E ,0.0,0.0,0.0,0.0,September
2023-09-11,23.8,34.8,29.4,65.0,0.0,8.8,8.0,120.0,3.0,E ,0.0,0.0,0.0,0.0,September
2023-09-12,25.0,34.6,29.4,64.0,0.0,8.5,8.0,140.0,4.0,E ,0.0,0.0,0.0,0.0,September
2023-09-13,25.0,34.2,29.3,65.0,0.0,8.4,7.0,120.0,3.0,SE,0.0,0.0,0.0,0.0,September
2023-09-14,25.4,32.8,28.4,68.0,0.0,8.5,6.0,100.0,3.0,E ,0.0,0.0,0.0,0.0,September
2023-09-15,23.4,33.3,29.0,63.0,0.0,8.2,9.0,90.0,3.0,E ,0.0,0.0,0.0,0.0,September
2023-09-16,24.6,32.9,29.0,69.0,0.0,8.6,8.0,100.0,3.0,SE,0.0,0.0,0.0,0.0,September
2023-09-17,25.0,34.0,29.5,67.0,0.0,7.3,7.0,120.0,3.0,E ,0.0,0.0,0.0,0.0,September
2023-09-18,24.8,34.0,28.9,66.0,0.0,8.5,7.0,90.0,2.0,E ,0.0,0.0,0.0,0.0,September
2023-09-19,24.2,34.0,29.2,63.0,0.0,8.6,7.0,100.0,3.0,E ,0.0,0.0,0.0,0.0,September
2023-09-20,24.6,34.2,29.2,63.0,0.0,8.6,6.0,100.0,3.0,E ,0.0,0.0,0.0,0.0,September
2023-09-21,24.1,33.8,28.7,62.0,0.0,8.5,7.0,110.0,3.0,E ,0.0,0.0,0.0,0.0,September
2023-09-22,23.2,33.4,28.6,59.0,0.0,7.4,8.0,120.0,4.0,SE,0.0,0.0,0.0,0.0,September
2023-09-23,24.2,35.0,29.3,59.0,0.0,8.2,7.0,90.0,3.0,E ,0.0,0.0,0.0,0.0,September
2023-09-24,23.8,35.1,29.5,61.0,0.0,8.6,9.0,120.0,3.0,C ,0.0,0.0,0.0,0.0,September
2023-09-25,24.4,34.6,29.2,63.0,0.0,8.6,6.0,130.0,2.0,C ,0.0,0.0,0.0,0.0,September
2023-09-26,23.5,35.0,29.3,58.0,0.0,8.8,7.0,100.0,2.0,E ,0.0,0.0,0.0,0.0,September
2023-09-27,23.8,35.0,29.3,61.0,0.0,9.0,7.0,100.0,3.0,E ,0.0,0.0,0.0,0.0,September
2023-09-28,24.0,34.8,29.7,62.0,0.0,8.8,8.0,110.0,4.0,E ,0.0,0.0,0.0,0.0,September
2023-09-29,25.6,34.4,29.9,64.0,0.0,8.8,9.0,110.0,4.0,E ,0.0,0.0,0.0,0.0,September
2023-09-30,25.4,35.0,29.6,60.0,0.0,8.7,5.0,100.0,2.0,E ,0.0,0.0,0.0,0.0,September
